5	Lesson:	Files:				Reviewed, status:	Notes:	Keywords:
	https://www.engageny.org/resource/precalculus-and-advanced-topics-module-4-topic-a-lesson-4							
		https://www.engageny.org/file/129316/download/precalculus-m4-topic-a-lesson-4-teacher.pdf?token=a7nLyLZn	Precalculus Module 4, Topic A, Lesson 4: Teacher Version (748.26 KB)					
		https://www.engageny.org/file/129321/download/precalculus-m4-topic-a-lesson-4-teacher.docx?token=zx-Ovi4c	Precalculus Module 4, Topic A, Lesson 4: Teacher Version (243.81 KB)					
		https://www.engageny.org/file/129326/download/precalculus-m4-topic-a-lesson-4-student.pdf?token=rYlmJ20B	Precalculus Module 4, Topic A, Lesson 4: Student Version (513.18 KB)					
		https://www.engageny.org/file/129331/download/precalculus-m4-topic-a-lesson-4-student.docx?token=G1Ug41vb	Precalculus Module 4, Topic A, Lesson 4: Student Version (144.09 KB)					
	https://www.engageny.org/resource/precalculus-and-advanced-topics-module-4-topic-a-lesson-5							
		https://www.engageny.org/file/129341/download/precalculus-m4-topic-a-lesson-5-teacher.pdf?token=u4ry_XFd	Precalculus Module 4, Topic A, Lesson 5: Teacher Version (1.16 MB)					
		https://www.engageny.org/file/129346/download/precalculus-m4-topic-a-lesson-5-teacher.docx?token=7Yh-Kv0F	Precalculus Module 4, Topic A, Lesson 5: Teacher Version (836.33 KB)					
		https://www.engageny.org/file/146096/download/precalculus-m4-topic-a-lesson-5-student.pdf?token=naHYY-c_	Precalculus Module 4, Topic A, Lesson 5: Student Version (590.77 KB)					
		https://www.engageny.org/file/129356/download/precalculus-m4-topic-a-lesson-5-student.docx?token=IndcgNyQ	Precalculus Module 4, Topic A, Lesson 5: Student Version (264.06 KB)					
	https://www.engageny.org/resource/precalculus-and-advanced-topics-module-4-topic-a-lesson-6							
		https://www.engageny.org/file/129366/download/precalculus-m4-topic-a-lesson-6-teacher.pdf?token=jqzBAUOa	Precalculus Module 4, Topic A, Lesson 6: Teacher Version (1.94 MB)					
		https://www.engageny.org/file/129371/download/precalculus-m4-topic-a-lesson-6-teacher.docx?token=kfgM6_Bu	Precalculus Module 4, Topic A, Lesson 6: Teacher Version (4.48 MB)					
		https://www.engageny.org/file/129376/download/precalculus-m4-topic-a-lesson-6-student.pdf?token=udBIsggR	Precalculus Module 4, Topic A, Lesson 6: Student Version (1.02 MB)					
		https://www.engageny.org/file/129381/download/precalculus-m4-topic-a-lesson-6-student.docx?token=XwyuTbKz	Precalculus Module 4, Topic A, Lesson 6: Student Version (1.13 MB)					
	https://www.engageny.org/resource/precalculus-and-advanced-topics-module-4-topic-b-lesson-7							
		https://www.engageny.org/file/129406/download/precalculus-m4-topic-b-lesson-7-teacher.pdf?token=teur77Ho	Precalculus Module 4, Topic B, Lesson 7: Teacher Version (1.34 MB)					
		https://www.engageny.org/file/129411/download/precalculus-m4-topic-b-lesson-7-teacher.docx?token=b6-hgmYk	Precalculus Module 4, Topic B, Lesson 7: Teacher Version (1.66 MB)					
		https://www.engageny.org/file/129416/download/precalculus-m4-topic-b-lesson-7-student.pdf?token=6J80lRqa	Precalculus Module 4, Topic B, Lesson 7: Student Version (1.09 MB)					
		https://www.engageny.org/file/129421/download/precalculus-m4-topic-b-lesson-7-student.docx?token=VwTrL_6z	Precalculus Module 4, Topic B, Lesson 7: Student Version (1.66 MB)					
	https://www.engageny.org/resource/precalculus-and-advanced-topics-module-4-topic-b-lesson-8							
		https://www.engageny.org/file/129431/download/precalculus-m4-topic-b-lesson-8-teacher.pdf?token=5CUlqcRB	Precalculus Module 4, Topic B, Lesson 8: Teacher Version (985.09 KB)					
		https://www.engageny.org/file/129436/download/precalculus-m4-topic-b-lesson-8-teacher.docx?token=5z4inLyn	Precalculus Module 4, Topic B, Lesson 8: Teacher Version (526.32 KB)					
		https://www.engageny.org/file/129441/download/precalculus-m4-topic-b-lesson-8-student.pdf?token=haFoR29C	Precalculus Module 4, Topic B, Lesson 8: Teacher Version (548.2 KB)					
		https://www.engageny.org/file/129446/download/precalculus-m4-topic-b-lesson-8-student.docx?token=jfcFtqBp	Precalculus Module 4, Topic B, Lesson 8: Teacher Version (207.12 KB)					
	https://www.engageny.org/resource/precalculus-and-advanced-topics-module-4-topic-b-lesson-9							
		https://www.engageny.org/file/129456/download/precalculus-m4-topic-b-lesson-9-teacher.pdf?token=e8ifsYbT	Precalculus Module 4, Topic B, Lesson 9: Teacher Version (884.98 KB)					
		https://www.engageny.org/file/129461/download/precalculus-m4-topic-b-lesson-9-teacher.docx?token=wqmTHcPy	Precalculus Module 4, Topic B, Lesson 9: Teacher Version (405.17 KB)					
		https://www.engageny.org/file/129466/download/precalculus-m4-topic-b-lesson-9-student.pdf?token=MzrQbHLl	Precalculus Module 4, Topic B, Lesson 9: Student Version (565.72 KB)					
		https://www.engageny.org/file/129471/download/precalculus-m4-topic-b-lesson-9-student.docx?token=MRf6D6_C	Precalculus Module 4, Topic B, Lesson 9: Student Version (252.69 KB)					
	https://www.engageny.org/resource/precalculus-and-advanced-topics-module-4-topic-b-lesson-10							
		https://www.engageny.org/file/129481/download/precalculus-m4-topic-b-lesson-10-teacher.pdf?token=CC7xv395	Precalculus Module 4, Topic B, Lesson 10: Teacher Version (1.19 MB)					
		https://www.engageny.org/file/129486/download/precalculus-m4-topic-b-lesson-10-teacher.docx?token=ltjKPHYV	Precalculus Module 4, Topic B, Lesson 10: Teacher Version (849.36 KB)					
		https://www.engageny.org/file/129491/download/precalculus-m4-topic-b-lesson-10-student.pdf?token=Ivi_aLNg	Precalculus Module 4, Topic B, Lesson 10: Student Version (769.39 KB)					
		https://www.engageny.org/file/129496/download/precalculus-m4-topic-b-lesson-10-student.docx?token=m5uhInH1	Precalculus Module 4, Topic B, Lesson 10: Student Version (350.84 KB)					
	https://www.engageny.org/resource/precalculus-and-advanced-topics-module-4-topic-c-lesson-11							
		https://www.engageny.org/file/129521/download/precalculus-m4-topic-c-lesson-11-teacher.pdf?token=vtnKXb-i	Precalculus Module 4, Topic C, Lesson 11: Teacher Version (1.19 MB)					
		https://www.engageny.org/file/129526/download/precalculus-m4-topic-c-lesson-11-teacher.docx?token=5WYhYD7n	Precalculus Module 4, Topic C, Lesson 11: Teacher Version (1.86 MB)					
		https://www.engageny.org/file/129531/download/precalculus-m4-topic-c-lesson-11-student.pdf?token=bLnqXy4w	Precalculus Module 4, Topic C, Lesson 11: Student Version (666.11 KB)					
		https://www.engageny.org/file/129536/download/precalculus-m4-topic-c-lesson-11-student.docx?token=3G-kC9fN	Precalculus Module 4, Topic C, Lesson 11: Student Version (413.83 KB)					
	https://www.engageny.org/resource/precalculus-and-advanced-topics-module-4-topic-c-lesson-12							
		https://www.engageny.org/file/129546/download/precalculus-m4-topic-c-lesson-12-teacher.pdf?token=qo8MyXla	Precalculus Module 4, Topic C, Lesson 12: Teacher Version (839.38 KB)					
		https://www.engageny.org/file/129551/download/precalculus-m4-topic-c-lesson-12-teacher.docx?token=HBvsXH5F	Precalculus Module 4, Topic C, Lesson 12: Teacher Version (888.56 KB)					
		https://www.engageny.org/file/129556/download/precalculus-m4-topic-c-lesson-12-student.pdf?token=lCmMqq3n	Precalculus Module 4, Topic C, Lesson 12: Student Version (625.24 KB)					
		https://www.engageny.org/file/129561/download/precalculus-m4-topic-c-lesson-12-student.docx?token=8o27s2Sc	Precalculus Module 4, Topic C, Lesson 12: Student Version (718.79 KB)					
	https://www.engageny.org/resource/precalculus-and-advanced-topics-module-4-topic-c-lesson-13							
		https://www.engageny.org/file/129571/download/precalculus-m4-topic-c-lesson-13-teacher.pdf?token=BzilxOeZ	Precalculus Module 4, Topic C, Lesson 13: Teacher Version (1.16 MB)					
		https://www.engageny.org/file/129576/download/precalculus-m4-topic-c-lesson-13-teacher.docx?token=33H0EKGq	Precalculus Module 4, Topic C, Lesson 13: Teacher Version (1.01 MB)					
		https://www.engageny.org/file/129581/download/precalculus-m4-topic-c-lesson-13-student.pdf?token=PH5cF9yJ	Precalculus Module 4, Topic C, Lesson 13: Student Version (590.19 KB)					
		https://www.engageny.org/file/129586/download/precalculus-m4-topic-c-lesson-13-student.docx?token=Iy5mkt6V	Precalculus Module 4, Topic C, Lesson 13: Teacher Version (138.16 KB)					
	https://www.engageny.org/resource/precalculus-and-advanced-topics-module-4-topic-c-lesson-14							
		https://www.engageny.org/file/129596/download/precalculus-m4-topic-c-lesson-14-teacher.pdf?token=XKfMMbpP	Precalculus Module 4, Topic C, Lesson 14: Teacher Version (883.47 KB)					
		https://www.engageny.org/file/129601/download/precalculus-m4-topic-c-lesson-14-teacher.docx?token=82wsjLH6	Precalculus Module 4, Topic C, Lesson 14: Teacher Version (353.12 KB)					
		https://www.engageny.org/file/129606/download/precalculus-m4-topic-c-lesson-14-student.pdf?token=tfhaUsGi	Precalculus Module 4, Topic C, Lesson 14: Student Version (577.39 KB)					
		https://www.engageny.org/file/129611/download/precalculus-m4-topic-c-lesson-14-student.docx?token=89k5bRkx	Precalculus Module 4, Topic C, Lesson 14: Student Version (174.81 KB)					
	https://www.engageny.org/resource/precalculus-and-advanced-topics-module-5-topic-a-lesson-1							
		https://www.engageny.org/file/129661/download/precalculus-m5-topic-a-lesson-1-teacher.pdf?token=aPhbohlm	Precalculus Module 5, Topic A, Lesson 1: Teacher Version (918.8 KB)					
		https://www.engageny.org/file/129666/download/precalculus-m5-topic-a-lesson-1-teacher.docx?token=ddlWO8Pf	Precalculus Module 5, Topic A, Lesson 1: Teacher Version (395.72 KB)					
		https://www.engageny.org/file/129671/download/precalculus-m5-topic-a-lesson-1-student.pdf?token=tvVbahNk	Precalculus Module 5, Topic A, Lesson 1: Student Version (759.19 KB)					
		https://www.engageny.org/file/129676/download/precalculus-m5-topic-a-lesson-1-student.docx?token=gPqCWqTZ	Precalculus Module 5, Topic A, Lesson 1: Student Version (293.65 KB)					
	https://www.engageny.org/resource/precalculus-and-advanced-topics-module-5-topic-a-lesson-2							
		https://www.engageny.org/file/129686/download/precalculus-m5-topic-a-lesson-2-teacher.pdf?token=Z0WciwFR	Precalculus Module 5, Topic A, Lesson 2: Teacher Version (837.2 KB)					
		https://www.engageny.org/file/129691/download/precalculus-m5-topic-a-lesson-2-teacher.docx?token=85gT5rqZ	Precalculus Module 5, Topic A, Lesson 2: Teacher Version (428.18 KB)					
		https://www.engageny.org/file/129706/download/precalculus-m5-topic-a-lesson-2-student.pdf?token=pP50OJgj	Precalculus Module 5, Topic A, Lesson 2: Student Version (563.83 KB)					
		https://www.engageny.org/file/129711/download/precalculus-m5-topic-a-lesson-2-student.docx?token=KU6LnJx3	Precalculus Module 5, Topic A, Lesson 2: Student Version (154.62 KB)					
	https://www.engageny.org/resource/precalculus-and-advanced-topics-module-5-topic-a-lesson-3							
		https://www.engageny.org/file/129701/download/precalculus-m5-topic-a-lesson-3-teacher.pdf?token=f7nO3O6S	Precalculus Module 5, Topic A, Lesson 3: Teacher Version (780.99 KB)					
		https://www.engageny.org/file/129716/download/precalculus-m5-topic-a-lesson-3-teacher.docx?token=Dsi8tJqV	Precalculus Module 5, Topic A, Lesson 3: Teacher Version (275.05 KB)					
		https://www.engageny.org/file/129721/download/precalculus-m5-topic-a-lesson-3-student.pdf?token=efIYDHYy	Precalculus Module 5, Topic A, Lesson 3: Student Version (622.83 KB)					
		https://www.engageny.org/file/129726/download/precalculus-m5-topic-a-lesson-3-student.docx?token=vkYMDgTB	Precalculus Module 5, Topic A, Lesson 3: Student Version (151 KB)					
	https://www.engageny.org/resource/precalculus-and-advanced-topics-module-5-topic-a-lesson-4							
		https://www.engageny.org/file/129736/download/precalculus-m5-topic-a-lesson-4-teacher.pdf?token=GSZM3Ldw	Precalculus Module 5, Topic A, Lesson 4: Teacher Version (845.53 KB)					
		https://www.engageny.org/file/129741/download/precalculus-m5-topic-a-lesson-4-teacher.docx?token=tOLVwmJP	Precalculus Module 5, Topic A, Lesson 4: Teacher Version (225.27 KB)					
		https://www.engageny.org/file/129746/download/precalculus-m5-topic-a-lesson-4-student.pdf?token=zGN0cZUF	Precalculus Module 5, Topic A, Lesson 4: Student Version (582.7 KB)					
		https://www.engageny.org/file/129751/download/precalculus-m5-topic-a-lesson-4-student.docx?token=Rx3KWj3V	Precalculus Module 5, Topic A, Lesson 4: Student Version (148.84 KB)					
	https://www.engageny.org/resource/precalculus-and-advanced-topics-module-5-topic-b-lesson-7							
		https://www.engageny.org/file/130016/download/precalculus-m5-topic-b-lesson-7-teacher.pdf?token=0P8pZbB9	Precalculus Module 5, Topic B, Lesson 7: Teacher Version (753.5 KB)					
		https://www.engageny.org/file/130021/download/precalculus-m5-topic-b-lesson-7-teacher.docx?token=0OpyzeaM	Precalculus Module 5, Topic B, Lesson 7: Teacher Version (219.25 KB)					
		https://www.engageny.org/file/130026/download/precalculus-m5-topic-b-lesson-7-student.pdf?token=-FhInYNS	Precalculus Module 5, Topic B, Lesson 7: Student Version (640.63 KB)					
		https://www.engageny.org/file/130031/download/precalculus-m5-topic-b-lesson-7-student.docx?token=9Wkz4Qm7	Precalculus Module 5, Topic B, Lesson 7: Student Version (149.49 KB)					
	https://www.engageny.org/resource/precalculus-and-advanced-topics-module-5-topic-b-lesson-8							
		https://www.engageny.org/file/130041/download/precalculus-m5-topic-b-lesson-8-teacher.pdf?token=ViiPVx4H	Precalculus Module 5, Topic B, Lesson 8: Teacher Version (713.45 KB)					
		https://www.engageny.org/file/130046/download/precalculus-m5-topic-b-lesson-8-teacher.docx?token=HMm3T_s9	Precalculus Module 5, Topic B, Lesson 8: Teacher Version (233.48 KB)					
		https://www.engageny.org/file/130051/download/precalculus-m5-topic-b-lesson-8-student.pdf?token=71DqEDeY	Precalculus Module 5, Topic B, Lesson 8: Student Version (553.35 KB)					
		https://www.engageny.org/file/130056/download/precalculus-m5-topic-b-lesson-8-student.docx?token=jM8HfjvJ	Precalculus Module 5, Topic B, Lesson 8: Student Version (147.66 KB)					
	https://www.engageny.org/resource/precalculus-and-advanced-topics-module-5-topic-b-lesson-9							
		https://www.engageny.org/file/130071/download/precalculus-m5-topic-b-lesson-9-teacher.pdf?token=JMlTY7TM	Precalculus Module 5, Topic B, Lesson 9: Teacher Version (741.32 KB)					
		https://www.engageny.org/file/130076/download/precalculus-m5-topic-b-lesson-9-teacher.docx?token=q-47UxUm	Precalculus Module 5, Topic B, Lesson 9: Teacher Version (210.46 KB)					
		https://www.engageny.org/file/130081/download/precalculus-m5-topic-b-lesson-9-student.pdf?token=10c1ifB1	Precalculus Module 5, Topic B, Lesson 9: Student Version (506.77 KB)					
		https://www.engageny.org/file/130086/download/precalculus-m5-topic-b-lesson-9-student.docx?token=xgN5NlTn	Precalculus Module 5, Topic B, Lesson 9: Student Version (139.33 KB)					
	https://www.engageny.org/resource/precalculus-and-advanced-topics-module-5-topic-b-lesson-10							
		https://www.engageny.org/file/130096/download/precalculus-m5-topic-b-lesson-10-teacher.pdf?token=oP-JC3yT	Precalculus Module 5, Topic B, Lesson 10: Teacher Version (764.29 KB)					
		https://www.engageny.org/file/130101/download/precalculus-m5-topic-b-lesson-10-teacher.docx?token=iLdwWQXk	Precalculus Module 5, Topic B, Lesson 10: Teacher Version (334.59 KB)					
		https://www.engageny.org/file/130106/download/precalculus-m5-topic-b-lesson-10-student.pdf?token=SDHdrwkr	Precalculus Module 5, Topic B, Lesson 10: Student Version (628.7 KB)					
		https://www.engageny.org/file/130111/download/precalculus-m5-topic-b-lesson-10-student.docx?token=n1ySTw27	Precalculus Module 5, Topic B, Lesson 10: Student Version (260.65 KB)					
	https://www.engageny.org/resource/precalculus-and-advanced-topics-module-5-topic-b-lesson-11							
		https://www.engageny.org/file/130121/download/precalculus-m5-topic-b-lesson-11-teacher.pdf?token=0Xgm_8_3	Precalculus Module 5, Topic B, Lesson 11: Teacher Version (891.61 KB)					
		https://www.engageny.org/file/130126/download/precalculus-m5-topic-b-lesson-11-teacher.docx?token=c0ppkw5m	Precalculus Module 5, Topic B, Lesson 11: Teacher Version (256.98 KB)					
		https://www.engageny.org/file/130131/download/precalculus-m5-topic-b-lesson-11-student.pdf?token=w59sf-9A	Precalculus Module 5, Topic B, Lesson 11: Student Version (674.03 KB)					
		https://www.engageny.org/file/130136/download/precalculus-m5-topic-b-lesson-11-student.docx?token=csv7BRIZ	Precalculus Module 5, Topic B, Lesson 11: Student Version (167.03 KB)					
	https://www.engageny.org/resource/precalculus-and-advanced-topics-module-5-topic-b-lesson-12							
		https://www.engageny.org/file/130146/download/precalculus-m5-topic-b-lesson-12-teacher.pdf?token=AbJfTfdE	Precalculus Module 5, Topic B, Lesson 12: Teacher Version (852.06 KB)					
		https://www.engageny.org/file/130151/download/precalculus-m5-topic-b-lesson-12-teacher.docx?token=OGQgW6QY	Precalculus Module 5, Topic B, Lesson 12: Teacher Version (262.79 KB)					
		https://www.engageny.org/file/130156/download/precalculus-m5-topic-b-lesson-12-student.pdf?token=DvHW0nBS	Precalculus Module 5, Topic B, Lesson 12: Student Version (515.69 KB)					
		https://www.engageny.org/file/130161/download/precalculus-m5-topic-b-lesson-12-student.docx?token=Jz1noBhT	Precalculus Module 5, Topic B, Lesson 12: Student Version (140.73 KB)					
	https://www.engageny.org/resource/precalculus-and-advanced-topics-module-5-topic-c-lesson-13							
		https://www.engageny.org/file/130221/download/precalculus-m5-topic-c-lesson-13-teacher.pdf?token=w8g7Ekem	Precalculus Module 5, Topic C, Lesson 13: Teacher Version (761.68 KB)					
		https://www.engageny.org/file/130231/download/precalculus-m5-topic-c-lesson-13-teacher.docx?token=Y-h4-IGi	Precalculus Module 5, Topic C, Lesson 13: Teacher Version (257.67 KB)					
		https://www.engageny.org/file/130236/download/precalculus-m5-topic-c-lesson-13-student.pdf?token=zU6NwsYV	Precalculus Module 5, Topic C, Lesson 13: Student Version (563.16 KB)					
		https://www.engageny.org/file/130241/download/precalculus-m5-topic-c-lesson-13-student.docx?token=D-Olv1zS	Precalculus Module 5, Topic C, Lesson 13: Student Version (163.91 KB)					
	https://www.engageny.org/resource/precalculus-and-advanced-topics-module-5-topic-c-lesson-14							
		https://www.engageny.org/file/130276/download/precalculus-m5-topic-c-lesson-14-teacher.pdf?token=QY8a4bkx	Precalculus Module 5, Topic C, Lesson 14: Teacher Version (872.92 KB)					
		https://www.engageny.org/file/130281/download/precalculus-m5-topic-c-lesson-14-teacher.docx?token=yA-8V-W3	Precalculus Module 5, Topic C, Lesson 14: Teacher Version (272.83 KB)					
		https://www.engageny.org/file/130286/download/precalculus-m5-topic-c-lesson-14-student.pdf?token=0aE0ZWDI	Precalculus Module 5, Topic C, Lesson 14: Student Version (634.47 KB)					
		https://www.engageny.org/file/130291/download/precalculus-m5-topic-c-lesson-14-student.docx?token=XjpSCKI-	Precalculus Module 5, Topic C, Lesson 14: Student Version (150.37 KB)					
	https://www.engageny.org/resource/precalculus-and-advanced-topics-module-5-topic-c-lesson-15							
		https://www.engageny.org/file/130301/download/precalculus-m5-topic-c-lesson-15-teacher.pdf?token=akhIp2Xw	Precalculus Module 5, Topic C, Lesson 15: Teacher Version (863.88 KB)					
		https://www.engageny.org/file/130306/download/precalculus-m5-topic-c-lesson-15-teacher.docx?token=37SXnY9V	Precalculus Module 5, Topic C, Lesson 15: Teacher Version (270.33 KB)					
		https://www.engageny.org/file/130311/download/precalculus-m5-topic-c-lesson-15-student.pdf?token=LN5sL7Mb	Precalculus Module 5, Topic C, Lesson 15: Student Version (586.42 KB)					
		https://www.engageny.org/file/130316/download/precalculus-m5-topic-c-lesson-15-student.docx?token=DY__ebxs	Precalculus Module 5, Topic C, Lesson 15: Teacher Version (149.17 KB)					
	https://www.engageny.org/resource/precalculus-and-advanced-topics-module-5-topic-c-lesson-16							
		https://www.engageny.org/file/130326/download/precalculus-m5-topic-c-lesson-16-teacher.pdf?token=5raUsmgR	Precalculus Module 5, Topic C, Lesson 16: Teacher Version (676.48 KB)					
		https://www.engageny.org/file/130331/download/precalculus-m5-topic-c-lesson-16-teacher.docx?token=dO5JV8oA	Precalculus Module 5, Topic C, Lesson 16: Teacher Version (188.39 KB)					
		https://www.engageny.org/file/130336/download/precalculus-m5-topic-c-lesson-16-student.pdf?token=5tYkL7G3	Precalculus Module 5, Topic C, Lesson 16: Student Version (506.13 KB)					
		https://www.engageny.org/file/130341/download/precalculus-m5-topic-c-lesson-16-student.docx?token=8PvO2EXA	Precalculus Module 5, Topic C, Lesson 16: Student Version (141.37 KB)					
	https://www.engageny.org/resource/precalculus-and-advanced-topics-module-5-topic-c-lesson-17							
		https://www.engageny.org/file/130351/download/precalculus-m5-topic-c-lesson-17-teacher.pdf?token=l5AI2o67	Precalculus Module 5, Topic C, Lesson 17: Teacher Version (783.08 KB)					
		https://www.engageny.org/file/130356/download/precalculus-m5-topic-c-lesson-17-teacher.docx?token=7nMVTD2O	Precalculus Module 5, Topic C, Lesson 17: Teacher Version (235.58 KB)					
		https://www.engageny.org/file/130361/download/precalculus-m5-topic-c-lesson-17-student.pdf?token=2QSl-ftL	Precalculus Module 5, Topic C, Lesson 17: Student Version (524.54 KB)					
		https://www.engageny.org/file/130366/download/precalculus-m5-topic-c-lesson-17-student.docx?token=FAy_cG4E	Precalculus Module 5, Topic C, Lesson 17: Student Version (142.71 KB)					
	https://www.engageny.org/resource/precalculus-and-advanced-topics-module-5-topic-c-lesson-18							
		https://www.engageny.org/file/130381/download/precalculus-m5-topic-c-lesson-18-teacher.pdf?token=KkRXgiUC	Precalculus Module 5, Topic C, Lesson 18: Teacher Version (726.38 KB)					
		https://www.engageny.org/file/130386/download/precalculus-m5-topic-c-lesson-18-teacher.docx?token=6wZOd5k2	Precalculus Module 5, Topic C, Lesson 18: Teacher Version (209.91 KB)					
		https://www.engageny.org/file/130391/download/precalculus-m5-topic-c-lesson-18-student.pdf?token=m2j46si6	Precalculus Module 5, Topic C, Lesson 18: Student Version (534.11 KB)					
		https://www.engageny.org/file/130396/download/precalculus-m5-topic-c-lesson-18-student.docx?token=E-HT87Z1	Precalculus Module 5, Topic C, Lesson 18: Student Version (146.74 KB)					
	https://www.engageny.org/resource/precalculus-and-advanced-topics-module-5-topic-c-lesson-19							
		https://www.engageny.org/file/130406/download/precalculus-m5-topic-c-lesson-19-teacher.pdf?token=HxrRCz6L	Precalculus Module 5, Topic C, Lesson 19: Teacher Version (950.77 KB)					
		https://www.engageny.org/file/130411/download/precalculus-m5-topic-c-lesson-19-teacher.docx?token=bdcYlMTG	Precalculus Module 5, Topic C, Lesson 19: Teacher Version (458.09 KB)					
		https://www.engageny.org/file/130416/download/precalculus-m5-topic-c-lesson-19-student.pdf?token=5SSVD1P8	Precalculus Module 5, Topic C, Lesson 19: Student Version (520.73 KB)					
		https://www.engageny.org/file/130421/download/precalculus-m5-topic-c-lesson-19-student.docx?token=HrCKHOeQ	Precalculus Module 5, Topic C, Lesson 19: Student Version (144.13 KB)					
https://www.engageny.org/resource/grade-1-mathematics								
	https://www.engageny.org/resource/grade-1-mathematics-module-1-topic-lesson-1							
		https://www.engageny.org/file/37316/download/math-g1-m1-topic-a-lesson-1.pdf?token=uB17rZID	Grade 1 Mathematics Module 1, Topic A, Lesson 1 (831.33 KB)					
		https://www.engageny.org/file/112731/download/math-g1-m1-topic-a-lesson-1.docx?token=qvudInrI	Grade 1 Mathematics Module 1, Topic A, Lesson 1 (3.23 MB)					
	https://www.engageny.org/resource/grade-1-mathematics-module-1-topic-lesson-2							
		https://www.engageny.org/file/37331/download/math-g1-m1-topic-a-lesson-2.pdf?token=1JextzPW	Grade 1 Mathematics Module 1, Topic A, Lesson 2 (809.14 KB)					
		https://www.engageny.org/file/112736/download/math-g1-m1-topic-a-lesson-2.docx?token=jb4UkGoM	Grade 1 Mathematics Module 1, Topic A, Lesson 2 (1.26 MB)					
	https://www.engageny.org/resource/grade-1-mathematics-module-1-topic-lesson-3							
		https://www.engageny.org/file/37346/download/math-g1-m1-topic-a-lesson-3.pdf?token=uh5ny0pd	Grade 1 Mathematics Module 1, Topic A, Lesson 3 (750.02 KB)					
		https://www.engageny.org/file/112741/download/math-g1-m1-topic-a-lesson-3.docx?token=uY25ny35	Grade 1 Mathematics Module 1, Topic A, Lesson 3 (1.22 MB)					
	https://www.engageny.org/resource/grade-1-mathematics-module-1-topic-b-lesson-4							
		https://www.engageny.org/file/37381/download/math-g1-m1-topic-b-lesson-4.pdf?token=RW-ip2_G	Grade 1 Mathematics Module 1, Topic B, Lesson 4 (626.54 KB)					
		https://www.engageny.org/file/112746/download/math-g1-m1-topic-b-lesson-4.docx?token=QWeSvoVe	Grade 1 Mathematics Module 1, Topic B, Lesson 4 (868.29 KB)					
	https://www.engageny.org/resource/grade-1-mathematics-module-1-topic-b-lesson-5							
		https://www.engageny.org/file/37396/download/math-g1-m1-topic-b-lesson-5.pdf?token=uJT0v62y	Grade 1 Mathematics Module 1, Topic B, Lesson 5 (843.27 KB)					
		https://www.engageny.org/file/112751/download/math-g1-m1-topic-b-lesson-5.docx?token=LxUg9I8z	Grade 1 Mathematics Module 1, Topic B, Lesson 5 (2.54 MB)					
	https://www.engageny.org/resource/grade-1-mathematics-module-1-topic-b-lesson-6							
		https://www.engageny.org/file/37416/download/math-g1-m1-topic-b-lesson-6.pdf?token=bU2n4Waa	Grade 1 Mathematics Module 1, Topic B, Lesson 6 (735.59 KB)					
		https://www.engageny.org/file/112756/download/math-g1-m1-topic-b-lesson-6.docx?token=nAFEpyXH	Grade 1 Mathematics Module 1, Topic B, Lesson 6 (20.36 MB)					
	https://www.engageny.org/resource/grade-1-mathematics-module-1-topic-b-lesson-7							
		https://www.engageny.org/file/37421/download/math-g1-m1-topic-b-lesson-7.pdf?token=uv0u3Wp1	Grade 1 Mathematics Module 1, Topic B, Lesson 7 (960.34 KB)					
		https://www.engageny.org/file/112761/download/math-g1-m1-topic-b-lesson-7.docx?token=Q0UagDEl	Grade 1 Mathematics Module 1, Topic B, Lesson 7 (8.02 MB)					
	https://www.engageny.org/resource/grade-1-mathematics-module-1-topic-b-lesson-8							
		https://www.engageny.org/file/90651/download/math-g1-m1-topic-b-lesson-8.pdf?token=OM5Ji1bn	Grade 1 Mathematics Module 1, Topic B, Lesson 8 (898.16 KB)					
		https://www.engageny.org/file/112766/download/math-g1-m1-topic-b-lesson-8.docx?token=WxXQUodP	Grade 1 Mathematics Module 1, Topic B, Lesson 8 (5.39 MB)					
	https://www.engageny.org/resource/grade-1-mathematics-module-1-topic-c-lesson-9							
		https://www.engageny.org/file/37436/download/math-g1-m1-topic-c-lesson-9.pdf?token=K7g05NBs	Grade 1 Mathematics Module 1, Topic C, Lesson 9 (885.34 KB)					
		https://www.engageny.org/file/37446/download/math-g1-m1-topic-c-lesson-9.docx?token=JNDpZciG	Grade 1 Mathematics Module 1, Topic C, Lesson 9 (5.31 MB)					
	https://www.engageny.org/resource/grade-1-mathematics-module-1-topic-c-lesson-10							
		https://www.engageny.org/file/37466/download/math-g1-m1-topic-c-lesson-10.pdf?token=84H_ofkQ	Grade 1 Mathematics Module 1, Topic C, Lesson 10 (906.11 KB)					
		https://www.engageny.org/file/37476/download/math-g1-m1-topic-c-lesson-10.docx?token=YEeo_mg8	Grade 1 Mathematics Module 1, Topic C, Lesson 10 (6.49 MB)					
	https://www.engageny.org/resource/grade-1-mathematics-module-1-topic-c-lesson-11							
		https://www.engageny.org/file/37496/download/math-g1-m1-topic-c-lesson-11.pdf?token=_BHbosVM	Grade 1 Mathematics Module 1, Topic C, Lesson 11 (733.42 KB)					
		https://www.engageny.org/file/37501/download/math-g1-m1-topic-c-lesson-11.docx?token=Pb0a5r_z	Grade 1 Mathematics Module 1, Topic C, Lesson 11 (2.3 MB)					
	https://www.engageny.org/resource/grade-1-mathematics-module-1-topic-c-lesson-12							
